,commodityCode,countryCode,weeklyExports,accumulatedExports,outstandingSales,grossNewSales,currentMYNetSales,currentMYTotalCommitment,nextMYOutstandingSales,nextMYNetSales,unitId,weekEndingDate
10,801,5700,46000,836029,190000,105000,105000,1026029,0,0,1,1999-11-11T00:00:00
11,801,5700,142205,978234,129375,25454,81580,1107609,0,0,1,1999-11-18T00:00:00
12,801,5700,76875,1055109,155000,50000,102500,1210109,0,0,1,1999-11-25T00:00:00
13,801,5700,166841,1221950,105000,62744,116841,1326950,0,0,1,1999-12-02T00:00:00
14,801,5700,57750,1279700,50000,2750,2750,1329700,0,0,1,1999-12-09T00:00:00
15,801,5700,43283,1322983,100000,53283,93283,1422983,0,0,1,1999-12-16T00:00:00
16,801,5700,57204,1380187,100000,2204,57204,1480187,0,0,1,1999-12-23T00:00:00
17,801,5700,111520,1491707,50000,61520,61520,1541707,0,0,1,1999-12-30T00:00:00
18,801,5700,112754,1604461,50000,62754,112754,1654461,0,0,1,2000-01-06T00:00:00
19,801,5700,0,1604461,180000,130000,130000,1784461,0,0,1,2000-01-13T00:00:00
20,801,5700,110252,1714713,130000,5252,60252,1844713,0,0,1,2000-01-20T00:00:00
21,801,5700,54062,1768775,130000,4062,54062,1898775,0,0,1,2000-01-27T00:00:00
22,801,5700,0,1768775,185000,55000,55000,1953775,0,0,1,2000-02-03T00:00:00
23,801,5700,167052,1935827,157500,31549,139552,2093327,0,0,1,2000-02-10T00:00:00
24,801,5700,57753,1993580,665000,510253,565253,2658580,0,0,1,2000-02-17T00:00:00
25,801,5700,81774,2075354,720000,81877,136774,2795354,0,0,1,2000-02-24T00:00:00
26,801,5700,44000,2119354,845000,129000,169000,2964354,0,0,1,2000-03-02T00:00:00
27,801,5700,278521,2397875,630000,65488,63521,3027875,0,0,1,2000-03-09T00:00:00
28,801,5700,336471,2734346,420000,27320,126471,3154346,0,0,1,2000-03-16T00:00:00
29,801,5700,263765,2998111,265000,10785,108765,3263111,0,0,1,2000-03-23T00:00:00
30,801,5700,161178,3159289,110000,7158,6178,3269289,0,0,1,2000-03-30T00:00:00
31,801,5700,168765,3328054,165000,66765,223765,3493054,0,0,1,2000-04-06T00:00:00
32,801,5700,195426,3523480,55000,6052,85426,3578480,0,0,1,2000-04-13T00:00:00
33,801,5700,0,3523480,90000,35000,35000,3613480,0,0,1,2000-04-20T00:00:00
34,801,5700,0,3523480,90000,0,0,3613480,0,0,1,2000-04-27T00:00:00
35,801,5700,151972,3675452,55000,61972,116972,3730452,0,0,1,2000-05-04T00:00:00
36,801,5700,0,3675452,55000,0,0,3730452,0,0,1,2000-05-11T00:00:00
37,801,5700,0,3675452,220000,165000,165000,3895452,0,0,1,2000-05-18T00:00:00
38,801,5700,0,3675452,325000,110000,105000,4000452,0,0,1,2000-05-25T00:00:00
39,801,5700,0,3675452,405000,80000,80000,4080452,0,0,1,2000-06-01T00:00:00
40,801,5700,165506,3840958,350000,110506,110506,4190958,0,0,1,2000-06-08T00:00:00
41,801,5700,55994,3896952,335000,40994,40994,4231952,0,0,1,2000-06-15T00:00:00
42,801,5700,58834,3955786,335000,58834,58834,4290786,0,0,1,2000-06-22T00:00:00
43,801,5700,112212,4067998,555000,277212,332212,4622998,50000,50000,1,2000-06-29T00:00:00
44,801,5700,56185,4124183,555000,1185,56185,4679183,50000,0,1,2000-07-06T00:00:00
45,801,5700,141430,4265613,415000,3430,1430,4680613,50000,0,1,2000-07-13T00:00:00
46,801,5700,55850,4321463,415000,0,55850,4736463,50000,0,1,2000-07-20T00:00:00
47,801,5700,108779,4430242,385000,81614,78779,4815242,50000,0,1,2000-07-27T00:00:00
48,801,5700,202092,4632334,335000,152572,152092,4967334,50000,0,1,2000-08-03T00:00:00
49,801,5700,170171,4802505,280000,5171,115171,5082505,105000,55000,1,2000-08-10T00:00:00
50,801,5700,170237,4972742,170000,10237,60237,5142742,105000,0,1,2000-08-17T00:00:00
51,801,5700,112449,5085191,170000,57449,112449,5255191,105000,0,1,2000-08-24T00:00:00
52,801,5700,111099,5196290,60000,2750,1099,5256290,275000,110000,1,2000-08-31T00:00:00
0,801,5700,119817,119817,325000,169817,169817,444817,0,0,1,2000-09-07T00:00:00
1,801,5700,52300,172117,270000,0,-2700,442117,0,0,1,2000-09-14T00:00:00
2,801,5700,57753,229870,325000,112753,112753,554870,0,0,1,2000-09-21T00:00:00
3,801,5700,0,229870,420000,95000,95000,649870,0,0,1,2000-09-28T00:00:00
4,801,5700,111710,341580,420000,56710,111710,761580,0,0,1,2000-10-05T00:00:00
5,801,5700,341981,683561,315000,72275,236981,998561,0,0,1,2000-10-12T00:00:00
6,801,5700,60500,744061,425000,170500,170500,1169061,0,0,1,2000-10-19T00:00:00
7,801,5700,57486,801547,425000,2486,57486,1226547,0,0,1,2000-10-26T00:00:00
8,801,5700,229119,1030666,300000,14119,104119,1330666,0,0,1,2000-11-02T00:00:00
9,801,5700,99716,1130382,370000,154716,169716,1500382,0,0,1,2000-11-09T00:00:00
10,801,5700,138184,1268566,405000,116829,173184,1673566,0,0,1,2000-11-16T00:00:00
11,801,5700,232314,1500880,240000,11314,67314,1740880,0,0,1,2000-11-23T00:00:00
12,801,5700,150965,1651845,291000,166129,201965,1942845,0,0,1,2000-11-30T00:00:00
13,801,5700,0,1651845,457000,166000,166000,2108845,0,0,1,2000-12-07T00:00:00
14,801,5700,75872,1727717,594500,213964,213372,2322217,0,0,1,2000-12-14T00:00:00
15,801,5700,57646,1785363,760500,223646,223646,2545863,0,0,1,2000-12-21T00:00:00
16,801,5700,227793,2013156,646584,59146,113877,2659740,0,0,1,2000-12-28T00:00:00
17,801,5700,168975,2182131,676584,143975,198975,2858715,0,0,1,2001-01-04T00:00:00
18,801,5700,0,2182131,1413930,724882,737346,3596061,0,0,1,2001-01-11T00:00:00
19,801,5700,174902,2357033,1741500,502472,502472,4098533,0,0,1,2001-01-18T00:00:00
20,801,5700,260327,2617360,1702500,223352,221327,4319860,0,0,1,2001-01-25T00:00:00
21,801,5700,113733,2731093,1983500,339733,394733,4714593,0,0,1,2001-02-01T00:00:00
22,801,5700,231656,2962749,2093000,236156,341156,5055749,0,0,1,2001-02-08T00:00:00
23,801,5700,279061,3241810,2068000,201756,254061,5309810,0,0,1,2001-02-15T00:00:00
24,801,5700,290633,3532443,1842000,65337,64633,5374443,0,0,1,2001-02-22T00:00:00
25,801,5700,289929,3822372,1570500,18429,18429,5392872,0,0,1,2001-03-01T00:00:00
26,801,5700,485356,4307728,1192500,61061,107356,5500228,0,0,1,2001-03-08T00:00:00
27,801,5700,385701,4693429,880500,20300,73701,5573929,0,0,1,2001-03-15T00:00:00
28,801,5700,372786,5066215,658500,12631,150786,5724715,0,0,1,2001-03-22T00:00:00
29,801,5700,288274,5354489,459500,6303,89274,5813989,0,0,1,2001-03-29T00:00:00
30,801,5700,256771,5611260,263500,8604,60771,5874760,0,0,1,2001-04-05T00:00:00
31,801,5700,107975,5719235,6500,2976,-149025,5725735,0,0,1,2001-04-12T00:00:00
32,801,5700,0,5719235,6500,0,0,5725735,0,0,1,2001-04-19T00:00:00
33,801,5700,0,5719235,6500,0,0,5725735,0,0,1,2001-04-26T00:00:00
34,801,5700,0,5719235,6500,0,0,5725735,0,0,1,2001-05-03T00:00:00
35,801,5700,0,5719235,6500,0,0,5725735,0,0,1,2001-05-10T00:00:00
36,801,5700,0,5719235,6500,0,0,5725735,0,0,1,2001-05-17T00:00:00
37,801,5700,0,5719235,6500,0,0,5725735,0,0,1,2001-05-24T00:00:00
38,801,5700,0,5719235,61500,55000,55000,5780735,165000,165000,1,2001-05-31T00:00:00
39,801,5700,0,5719235,61500,0,0,5780735,330000,165000,1,2001-06-07T00:00:00
40,801,5700,0,5719235,61500,0,0,5780735,330000,0,1,2001-06-14T00:00:00
41,801,5700,0,5719235,6500,0,-55000,5725735,495000,165000,1,2001-06-21T00:00:00
42,801,5700,0,5719235,6500,0,0,5725735,495000,0,1,2001-06-28T00:00:00
43,801,5700,0,5719235,6500,0,0,5725735,495000,0,1,2001-07-05T00:00:00
44,801,5700,0,5719235,61500,55000,55000,5780735,495000,0,1,2001-07-12T00:00:00
45,801,5700,0,5719235,61500,0,0,5780735,572500,77500,1,2001-07-19T00:00:00
46,801,5700,0,5719235,61500,0,0,5780735,572500,0,1,2001-07-26T00:00:00
47,801,5700,0,5719235,61500,0,0,5780735,572500,0,1,2001-08-02T00:00:00
48,801,5700,0,5719235,61500,0,0,5780735,572500,0,1,2001-08-09T00:00:00
49,801,5700,0,5719235,61500,0,0,5780735,522500,-50000,1,2001-08-16T00:00:00
50,801,5700,0,5719235,61500,0,0,5780735,522500,0,1,2001-08-23T00:00:00
51,801,5700,0,5719235,61500,0,0,5780735,702500,180000,1,2001-08-30T00:00:00
52,801,5700,0,5719235,55000,0,-6500,5774235,812500,55000,1,2001-09-06T00:00:00
0,801,5700,0,0,812500,110000,55000,812500,0,0,1,2001-09-06T00:00:00
1,801,5700,0,0,867500,55000,55000,867500,0,0,1,2001-09-13T00:00:00
2,801,5700,0,0,923500,112000,56000,923500,0,0,1,2001-09-20T00:00:00
3,801,5700,0,0,923500,0,0,923500,0,0,1,2001-09-27T00:00:00
4,801,5700,0,0,923500,0,0,923500,0,0,1,2001-10-04T00:00:00
5,801,5700,116663,116663,867500,60663,60663,984163,0,0,1,2001-10-11T00:00:00
6,801,5700,116498,233161,867500,60500,116498,1100661,0,0,1,2001-10-18T00:00:00
7,801,5700,346783,579944,812500,181094,291783,1392444,0,0,1,2001-10-25T00:00:00
8,801,5700,290415,870359,647500,70415,125415,1517859,0,0,1,2001-11-01T00:00:00
9,801,5700,173604,1043963,537500,6604,63604,1581463,0,0,1,2001-11-08T00:00:00
10,801,5700,118239,1162202,535000,62239,115739,1697202,0,0,1,2001-11-15T00:00:00
11,801,5700,460015,1622217,425000,70908,350015,2047217,0,0,1,2001-11-22T00:00:00
12,801,5700,121225,1743442,480000,63225,176225,2223442,0,0,1,2001-11-29T00:00:00
13,801,5700,116125,1859567,480000,4125,116125,2339567,0,0,1,2001-12-06T00:00:00
14,801,5700,57052,1916619,590000,222052,167052,2506619,0,0,1,2001-12-13T00:00:00
15,801,5700,227268,2143887,480000,4793,117268,2623887,0,0,1,2001-12-20T00:00:00
16,801,5700,0,2143887,480000,0,0,2623887,0,0,1,2001-12-27T00:00:00
17,801,5700,96112,2239999,550000,112000,166112,2789999,0,0,1,2002-01-03T00:00:00
18,801,5700,234733,2474732,717000,345733,401733,3191732,0,0,1,2002-01-10T00:00:00
19,801,5700,289930,2764662,653000,57930,225930,3417662,55000,55000,1,2002-01-17T00:00:00
20,801,5700,230556,2995218,763000,116556,340556,3758218,0,-55000,1,2002-01-24T00:00:00
21,801,5700,346334,3341552,688200,47562,271534,4029752,0,0,1,2002-01-31T00:00:00
22,801,5700,247747,3589299,495000,3526,54547,4084299,0,0,1,2002-02-07T00:00:00
23,801,5700,327525,3916824,275000,118049,107525,4191824,0,0,1,2002-02-14T00:00:00
24,801,5700,119231,4036055,275000,61231,119231,4311055,0,0,1,2002-02-21T00:00:00
25,801,5700,0,4036055,275000,0,0,4311055,0,0,1,2002-02-28T00:00:00
26,801,5700,57750,4093805,110000,2750,-107250,4203805,0,0,1,2002-03-07T00:00:00
27,801,5700,117205,4211010,0,5205,7205,4211010,0,0,1,2002-03-14T00:00:00
28,801,5700,0,4211010,0,0,0,4211010,0,0,1,2002-03-21T00:00:00
29,801,5700,0,4211010,0,0,0,4211010,0,0,1,2002-03-28T00:00:00
30,801,5700,0,4211010,0,0,0,4211010,0,0,1,2002-04-04T00:00:00
31,801,5700,0,4211010,0,0,0,4211010,0,0,1,2002-04-11T00:00:00
32,801,5700,0,4211010,0,0,0,4211010,0,0,1,2002-04-18T00:00:00
33,801,5700,0,4211010,78000,78000,78000,4289010,0,0,1,2002-04-25T00:00:00
34,801,5700,0,4211010,113000,35000,35000,4324010,0,0,1,2002-05-02T00:00:00
35,801,5700,0,4211010,113000,0,0,4324010,0,0,1,2002-05-09T00:00:00
36,801,5700,23526,4234536,90000,526,526,4324536,0,0,1,2002-05-16T00:00:00
37,801,5700,54900,4289436,145000,165000,109900,4434436,55000,55000,1,2002-05-23T00:00:00
38,801,5700,0,4289436,145000,0,0,4434436,55000,0,1,2002-05-30T00:00:00
39,801,5700,96878,4386314,145000,96878,96878,4531314,55000,0,1,2002-06-06T00:00:00
40,801,5700,0,4386314,145000,0,0,4531314,55000,0,1,2002-06-13T00:00:00
41,801,5700,0,4386314,200000,55000,55000,4586314,55000,0,1,2002-06-20T00:00:00
42,801,5700,38000,4424314,165000,3000,3000,4589314,55000,0,1,2002-06-27T00:00:00
43,801,5700,0,4424314,165000,0,0,4589314,55000,0,1,2002-07-04T00:00:00
44,801,5700,60500,4484814,42000,47500,-62500,4526814,55000,0,1,2002-07-11T00:00:00
45,801,5700,0,4484814,42000,0,0,4526814,55000,0,1,2002-07-18T00:00:00
46,801,5700,0,4484814,42000,0,0,4526814,55000,0,1,2002-07-25T00:00:00
47,801,5700,42700,4527514,40000,40700,40700,4567514,110000,55000,1,2002-08-01T00:00:00
48,801,5700,0,4527514,40000,0,0,4567514,220000,110000,1,2002-08-08T00:00:00
49,801,5700,41123,4568637,0,1123,1123,4568637,440000,220000,1,2002-08-15T00:00:00
50,801,5700,0,4568637,0,0,0,4568637,696500,256500,1,2002-08-22T00:00:00
51,801,5700,0,4568637,0,0,0,4568637,1359500,663000,1,2002-08-29T00:00:00
52,801,5700,0,4568637,0,0,0,4568637,1539655,180155,1,2002-09-05T00:00:00
0,801,5700,0,0,1539655,235155,180155,1539655,0,0,1,2002-09-05T00:00:00
1,801,5700,0,0,1689655,150000,150000,1689655,0,0,1,2002-09-12T00:00:00
2,801,5700,0,0,1724655,35000,35000,1724655,0,0,1,2002-09-19T00:00:00
3,801,5700,55695,55695,1678500,5695,9540,1734195,0,0,1,2002-09-26T00:00:00
4,801,5700,0,55695,1566500,0,-112000,1622195,0,0,1,2002-10-03T00:00:00
5,801,5700,57750,113445,1456500,2750,-52250,1569945,0,0,1,2002-10-10T00:00:00
6,801,5700,158931,272376,1534500,236931,236931,1806876,0,0,1,2002-10-17T00:00:00
7,801,5700,363825,636201,1613500,328955,442825,2249701,0,0,1,2002-10-24T00:00:00
8,801,5700,560464,1196665,1076038,135375,23002,2272703,0,0,1,2002-10-31T00:00:00
9,801,5700,516283,1712948,948188,168525,388433,2661136,0,0,1,2002-11-07T00:00:00
10,801,5700,245823,1958771,1039688,285923,337323,2998459,0,0,1,2002-11-14T00:00:00
11,801,5700,233803,2192574,1102496,183708,296611,3295070,0,0,1,2002-11-21T00:00:00
12,801,5700,56372,2248946,1267496,221372,221372,3516442,0,0,1,2002-11-28T00:00:00
13,801,5700,184266,2433212,1490456,347226,407226,3923668,0,0,1,2002-12-05T00:00:00
14,801,5700,62699,2495911,1991456,563699,563699,4487367,0,0,1,2002-12-12T00:00:00
15,801,5700,56297,2552208,2216456,281297,281297,4768664,0,0,1,2002-12-19T00:00:00
16,801,5700,170411,2722619,2218456,62699,172411,4941075,0,0,1,2002-12-26T00:00:00
17,801,5700,57175,2779794,2493456,275000,332175,5273250,0,0,1,2003-01-02T00:00:00
18,801,5700,285186,3064980,2700283,492113,492013,5765263,0,0,1,2003-01-09T00:00:00
19,801,5700,297034,3362014,2644283,185034,241034,6006297,0,0,1,2003-01-16T00:00:00
20,801,5700,291467,3653481,2534283,124883,181467,6187764,0,0,1,2003-01-23T00:00:00
21,801,5700,586822,4240303,2220283,146822,272822,6460586,0,0,1,2003-01-30T00:00:00
22,801,5700,461388,4701691,1820000,25744,61105,6521691,0,0,1,2003-02-06T00:00:00
23,801,5700,578777,5280468,1518000,142977,276777,6798468,0,0,1,2003-02-13T00:00:00
24,801,5700,588421,5868889,1133000,31421,203421,7001889,0,0,1,2003-02-20T00:00:00
25,801,5700,175075,6043964,1021000,63075,63075,7064964,0,0,1,2003-02-27T00:00:00
26,801,5700,412389,6456353,737000,76898,128389,7193353,0,0,1,2003-03-06T00:00:00
27,801,5700,222451,6678804,622000,60941,107451,7300804,0,0,1,2003-03-13T00:00:00
28,801,5700,294968,6973772,447000,68649,119968,7420772,0,0,1,2003-03-20T00:00:00
29,801,5700,113870,7087642,447000,115500,113870,7534642,0,0,1,2003-03-27T00:00:00
30,801,5700,181257,7268899,336000,70257,70257,7604899,0,0,1,2003-04-03T00:00:00
31,801,5700,60500,7329399,281000,5500,5500,7610399,0,0,1,2003-04-10T00:00:00
32,801,5700,0,7329399,281000,0,0,7610399,55000,55000,1,2003-04-17T00:00:00
33,801,5700,118284,7447683,171000,8284,8284,7618683,115000,60000,1,2003-04-24T00:00:00
34,801,5700,121200,7568883,0,6200,-49800,7568883,115000,0,1,2003-05-01T00:00:00
35,801,5700,0,7568883,0,0,0,7568883,115000,0,1,2003-05-08T00:00:00
36,801,5700,0,7568883,0,0,0,7568883,115000,0,1,2003-05-15T00:00:00
37,801,5700,0,7568883,0,0,0,7568883,115000,0,1,2003-05-22T00:00:00
38,801,5700,0,7568883,0,0,0,7568883,115000,0,1,2003-05-29T00:00:00
39,801,5700,0,7568883,0,0,0,7568883,170000,55000,1,2003-06-05T00:00:00
40,801,5700,0,7568883,0,0,0,7568883,170000,0,1,2003-06-12T00:00:00
41,801,5700,0,7568883,55000,55000,55000,7623883,396000,226000,1,2003-06-19T00:00:00
42,801,5700,0,7568883,55000,0,0,7623883,562000,166000,1,2003-06-26T00:00:00
43,801,5700,0,7568883,55000,0,0,7623883,783000,221000,1,2003-07-03T00:00:00
44,801,5700,59718,7628601,0,4718,4718,7628601,1184000,401000,1,2003-07-10T00:00:00
45,801,5700,0,7628601,0,0,0,7628601,1294000,110000,1,2003-07-17T00:00:00
46,801,5700,0,7628601,0,0,0,7628601,1577000,283000,1,2003-07-24T00:00:00
47,801,5700,0,7628601,0,0,0,7628601,1687000,110000,1,2003-07-31T00:00:00
48,801,5700,0,7628601,0,0,0,7628601,1687000,0,1,2003-08-07T00:00:00
49,801,5700,0,7628601,0,0,0,7628601,1627000,-60000,1,2003-08-14T00:00:00
50,801,5700,52347,7680948,0,52347,52347,7680948,1742000,115000,1,2003-08-21T00:00:00
51,801,5700,0,7680948,0,0,0,7680948,1857000,115000,1,2003-08-28T00:00:00
52,801,5700,0,7680948,0,0,0,7680948,1799000,-58000,1,2003-09-04T00:00:00
0,801,5700,0,0,1799000,0,-58000,1799000,0,0,1,2003-09-04T00:00:00
1,801,5700,0,0,1799000,0,0,1799000,0,0,1,2003-09-11T00:00:00
2,801,5700,0,0,2129000,330000,330000,2129000,0,0,1,2003-09-18T00:00:00
3,801,5700,127025,127025,2176975,175000,175000,2304000,0,0,1,2003-09-25T00:00:00
4,801,5700,0,127025,2236975,115000,60000,2364000,0,0,1,2003-10-02T00:00:00
5,801,5700,60500,187525,2567975,446500,391500,2755500,0,0,1,2003-10-09T00:00:00
6,801,5700,174344,361869,2928830,425199,535199,3290699,0,0,1,2003-10-16T00:00:00
7,801,5700,689355,1051224,3396423,1157868,1156948,4447647,0,0,1,2003-10-23T00:00:00
8,801,5700,405528,1456752,4486781,907605,1495886,5943533,0,0,1,2003-10-30T00:00:00
9,801,5700,964341,2421093,3928483,471751,406043,6349576,0,0,1,2003-11-06T00:00:00
10,801,5700,317400,2738493,3716199,63423,105116,6454692,0,0,1,2003-11-13T00:00:00
11,801,5700,473461,3211954,3876888,582360,634150,7088842,55000,55000,1,2003-11-20T00:00:00
12,801,5700,680902,3892856,3386335,80349,190349,7279191,55000,0,1,2003-11-27T00:00:00
13,801,5700,446316,4339172,3012436,47000,72417,7351608,55000,0,1,2003-12-04T00:00:00
14,801,5700,356954,4696126,2732436,74812,76954,7428562,55000,0,1,2003-12-11T00:00:00
15,801,5700,511222,5207348,3388926,1226062,1167712,8596274,802000,747000,1,2003-12-18T00:00:00
16,801,5700,171660,5379008,3276323,59057,59057,8655331,802000,0,1,2003-12-25T00:00:00
17,801,5700,394180,5773188,2946500,9357,64357,8719688,857000,55000,1,2004-01-01T00:00:00
18,801,5700,235097,6008285,2821203,174800,109800,8829488,977000,120000,1,2004-01-08T00:00:00
19,801,5700,163281,6171566,2359203,50281,-298719,8530769,1381000,404000,1,2004-01-15T00:00:00
20,801,5700,436910,6608476,1611000,167609,-311293,8219476,2009000,628000,1,2004-01-22T00:00:00
21,801,5700,399650,7008126,1336000,124650,124650,8344126,2009000,0,1,2004-01-29T00:00:00
22,801,5700,114992,7123118,1113000,4992,-108008,8236118,2009000,0,1,2004-02-05T00:00:00
23,801,5700,170960,7294078,1000000,60960,57960,8294078,2009000,0,1,2004-02-12T00:00:00
24,801,5700,214995,7509073,740000,71700,-45005,8249073,2009000,0,1,2004-02-19T00:00:00
25,801,5700,262144,7771217,335000,9450,-142856,8106217,2009000,0,1,2004-02-26T00:00:00
26,801,5700,161171,7932388,170000,68145,-3829,8102388,2009000,0,1,2004-03-04T00:00:00
27,801,5700,170970,8103358,60000,63937,60970,8163358,2009000,0,1,2004-03-11T00:00:00
28,801,5700,59609,8162967,60000,2109,59609,8222967,2009000,0,1,2004-03-18T00:00:00
29,801,5700,65992,8228959,0,5992,5992,8228959,2009000,0,1,2004-03-25T00:00:00
30,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-04-01T00:00:00
31,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-04-08T00:00:00
32,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-04-15T00:00:00
33,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-04-22T00:00:00
34,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-04-29T00:00:00
35,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-05-06T00:00:00
36,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-05-13T00:00:00
37,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-05-20T00:00:00
38,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-05-27T00:00:00
39,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-06-03T00:00:00
40,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-06-10T00:00:00
41,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-06-17T00:00:00
42,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-06-24T00:00:00
43,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-07-01T00:00:00
44,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-07-08T00:00:00
45,801,5700,0,8228959,0,0,0,8228959,2009000,0,1,2004-07-15T00:00:00
46,801,5700,0,8228959,0,0,0,8228959,2064000,55000,1,2004-07-22T00:00:00
47,801,5700,0,8228959,0,0,0,8228959,2064000,0,1,2004-07-29T00:00:00
48,801,5700,0,8228959,0,0,0,8228959,2064000,0,1,2004-08-05T00:00:00
49,801,5700,0,8228959,0,0,0,8228959,2119000,55000,1,2004-08-12T00:00:00
50,801,5700,0,8228959,0,0,0,8228959,2232000,113000,1,2004-08-19T00:00:00
51,801,5700,0,8228959,0,0,0,8228959,2253000,21000,1,2004-08-26T00:00:00
52,801,5700,0,8228959,0,0,0,8228959,2194140,0,1,2004-09-02T00:00:00
0,801,5700,58860,58860,2194140,0,0,2253000,0,0,1,2004-09-02T00:00:00
1,801,5700,228887,287747,2130370,165117,165117,2418117,0,0,1,2004-09-09T00:00:00
2,801,5700,42547,330294,2568000,445000,480177,2898294,0,0,1,2004-09-16T00:00:00
3,801,5700,252338,582632,2628288,318000,312626,3210920,0,0,1,2004-09-23T00:00:00
4,801,5700,272535,855167,2626430,232784,270677,3481597,0,0,1,2004-09-30T00:00:00
5,801,5700,165182,1020349,2725000,285000,263752,3745349,0,0,1,2004-10-07T00:00:00
6,801,5700,525586,1545935,2498000,79724,298586,4043935,0,0,1,2004-10-14T00:00:00
7,801,5700,533159,2079094,2428000,447528,463159,4507094,0,0,1,2004-10-21T00:00:00
8,801,5700,786087,2865181,1873000,78376,231087,4738181,0,0,1,2004-10-28T00:00:00
9,801,5700,447379,3312560,2031500,348263,605879,5344060,0,0,1,2004-11-04T00:00:00
10,801,5700,587120,3899680,1746500,193120,302120,5646180,0,0,1,2004-11-11T00:00:00
11,801,5700,680796,4580476,2079500,723319,1013796,6659976,0,0,1,2004-11-18T00:00:00
12,801,5700,516369,5096845,1646000,13571,82869,6742845,0,0,1,2004-11-25T00:00:00
13,801,5700,276419,5373264,1359000,164200,-10581,6732264,0,0,1,2004-12-02T00:00:00
14,801,5700,219344,5592608,1546000,417883,406344,7138608,0,0,1,2004-12-09T00:00:00
15,801,5700,537991,6130599,1587000,473811,578991,7717599,0,0,1,2004-12-16T00:00:00
16,801,5700,267758,6398357,1617600,428407,298358,8015957,0,0,1,2004-12-23T00:00:00
17,801,5700,376619,6774976,1611000,262238,370019,8385976,0,0,1,2004-12-30T00:00:00
18,801,5700,388021,7162997,1726000,296552,503021,8888997,0,0,1,2005-01-06T00:00:00
19,801,5700,289799,7452796,1780000,234293,343799,9232796,0,0,1,2005-01-13T00:00:00
20,801,5700,507921,7960717,1683000,302046,410921,9643717,0,0,1,2005-01-20T00:00:00
21,801,5700,369620,8330337,1557000,174613,243620,9887337,0,0,1,2005-01-27T00:00:00
22,801,5700,198178,8528515,1524000,108960,165178,10052515,0,0,1,2005-02-03T00:00:00
23,801,5700,257145,8785660,1447000,122162,180145,10232660,0,0,1,2005-02-10T00:00:00
24,801,5700,528801,9314461,1049000,29518,130801,10363461,0,0,1,2005-02-17T00:00:00
25,801,5700,353600,9668061,989000,124600,293600,10657061,0,0,1,2005-02-24T00:00:00
26,801,5700,297088,9965149,834000,129388,142088,10799149,0,0,1,2005-03-03T00:00:00
27,801,5700,509043,10474192,563000,96062,238043,11037192,0,0,1,2005-03-10T00:00:00
28,801,5700,235288,10709480,458000,75288,130288,11167480,0,0,1,2005-03-17T00:00:00
29,801,5700,227372,10936852,459000,61372,228372,11395852,0,0,1,2005-03-24T00:00:00
30,801,5700,123008,11059860,456000,63008,120008,11515860,0,0,1,2005-03-31T00:00:00
31,801,5700,118976,11178836,343000,5976,5976,11521836,0,0,1,2005-04-07T00:00:00
32,801,5700,62996,11241832,283000,2996,2996,11524832,0,0,1,2005-04-14T00:00:00
33,801,5700,230850,11472682,228000,10850,175850,11700682,0,0,1,2005-04-21T00:00:00
34,801,5700,238365,11711047,56000,11365,66365,11767047,0,0,1,2005-04-28T00:00:00
35,801,5700,55881,11766928,100704,0,100585,11867632,0,0,1,2005-05-05T00:00:00
36,801,5700,0,11766928,100704,0,0,11867632,0,0,1,2005-05-12T00:00:00
37,801,5700,0,11766928,100704,0,0,11867632,0,0,1,2005-05-19T00:00:00
38,801,5700,24700,11791628,100704,0,24700,11892332,0,0,1,2005-05-26T00:00:00
39,801,5700,0,11791628,100704,0,0,11892332,0,0,1,2005-06-02T00:00:00
40,801,5700,0,11791628,56000,0,-44704,11847628,0,0,1,2005-06-09T00:00:00
41,801,5700,0,11791628,56000,0,0,11847628,0,0,1,2005-06-16T00:00:00
42,801,5700,0,11791628,56000,0,0,11847628,0,0,1,2005-06-23T00:00:00
43,801,5700,0,11791628,56000,0,0,11847628,0,0,1,2005-06-30T00:00:00
44,801,5700,58800,11850428,0,2800,2800,11850428,0,0,1,2005-07-07T00:00:00
45,801,5700,0,11850428,0,0,0,11850428,0,0,1,2005-07-14T00:00:00
46,801,5700,21,11850449,0,21,21,11850449,0,0,1,2005-07-21T00:00:00
47,801,5700,0,11850449,0,0,0,11850449,0,0,1,2005-07-28T00:00:00
48,801,5700,0,11850449,0,0,0,11850449,0,0,1,2005-08-04T00:00:00
