,commodityCode,countryCode,weeklyExports,accumulatedExports,outstandingSales,grossNewSales,currentMYNetSales,currentMYTotalCommitment,nextMYOutstandingSales,nextMYNetSales,unitId,weekEndingDate
26,801,2010,109452,1651203,489863,60126,58029,2141066,0,0,1,2010-03-04T00:00:00
27,801,2010,79587,1730790,434867,24716,24591,2165657,0,0,1,2010-03-11T00:00:00
28,801,2010,68490,1799280,523596,162457,157219,2322876,0,0,1,2010-03-18T00:00:00
29,801,2010,72392,1871672,487087,38403,35883,2358759,0,0,1,2010-03-25T00:00:00
30,801,2010,71900,1943572,504478,89601,89291,2448050,0,0,1,2010-04-01T00:00:00
31,801,2010,103426,2046998,441666,41553,40614,2488664,0,0,1,2010-04-08T00:00:00
32,801,2010,55855,2102853,462070,76782,76259,2564923,0,0,1,2010-04-15T00:00:00
33,801,2010,81599,2184452,457162,77531,76691,2641614,0,0,1,2010-04-22T00:00:00
34,801,2010,104643,2289095,432203,80432,79684,2721298,40000,40000,1,2010-04-29T00:00:00
35,801,2010,83521,2372616,399061,51730,50379,2771677,40000,0,1,2010-05-06T00:00:00
36,801,2010,104326,2476942,416972,122237,122237,2893914,40000,0,1,2010-05-13T00:00:00
37,801,2010,17281,2494223,410097,10940,10406,2904320,40000,0,1,2010-05-20T00:00:00
38,801,2010,75117,2569340,392196,57474,57216,2961536,50342,10342,1,2010-05-27T00:00:00
39,801,2010,44186,2613526,382006,34122,33996,2995532,50342,0,1,2010-06-03T00:00:00
40,801,2010,52488,2666014,363911,35043,34393,3029925,50342,0,1,2010-06-10T00:00:00
41,801,2010,85317,2751331,302825,24231,24231,3054156,50342,0,1,2010-06-17T00:00:00
42,801,2010,44677,2796008,286593,30002,28445,3082601,50342,0,1,2010-06-24T00:00:00
43,801,2010,20941,2816949,305501,39849,39849,3122450,130342,80000,1,2010-07-01T00:00:00
44,801,2010,62965,2879914,299008,65548,56472,3178922,168462,38120,1,2010-07-08T00:00:00
45,801,2010,61967,2941881,259088,23827,22047,3200969,223558,55096,1,2010-07-15T00:00:00
46,801,2010,52792,2994673,217869,28861,11573,3212542,244558,21000,1,2010-07-22T00:00:00
47,801,2010,38881,3033554,215619,36631,36631,3249173,247811,3253,1,2010-07-29T00:00:00
48,801,2010,80513,3114067,166093,31255,30987,3280160,321866,74055,1,2010-08-05T00:00:00
49,801,2010,49262,3163329,159247,43772,42416,3322576,395866,74000,1,2010-08-12T00:00:00
50,801,2010,47222,3210551,125772,13747,13747,3336323,572414,176548,1,2010-08-19T00:00:00
51,801,2010,45703,3256254,71629,5908,-8440,3327883,632830,60416,1,2010-08-26T00:00:00
52,801,2010,20171,3276425,51513,100,55,3327938,731974,47844,1,2010-09-02T00:00:00
0,801,2010,213,213,731974,99357,47844,732187,0,0,1,2010-09-02T00:00:00
1,801,2010,33396,33609,730024,32661,31446,763633,0,0,1,2010-09-09T00:00:00
2,801,2010,37132,70741,735649,51850,42757,806390,0,0,1,2010-09-16T00:00:00
3,801,2010,18545,89286,764039,47255,46935,853325,0,0,1,2010-09-23T00:00:00
4,801,2010,151810,241096,687989,77536,75760,929085,0,0,1,2010-09-30T00:00:00
5,801,2010,153688,394784,620860,96704,86559,1015644,0,0,1,2010-10-07T00:00:00
6,801,2010,110940,505724,561657,52459,51737,1067381,0,0,1,2010-10-14T00:00:00
7,801,2010,110888,616612,469291,21057,18522,1085903,0,0,1,2010-10-21T00:00:00
8,801,2010,84482,701094,491255,106758,106446,1192349,0,0,1,2010-10-28T00:00:00
9,801,2010,84934,786028,473336,67015,67015,1259364,0,0,1,2010-11-04T00:00:00
10,801,2010,58467,844495,550255,136749,135386,1394750,0,0,1,2010-11-11T00:00:00
11,801,2010,38326,882821,531142,19460,19213,1413963,0,0,1,2010-11-18T00:00:00
12,801,2010,85407,968228,511556,65910,65821,1479784,0,0,1,2010-11-25T00:00:00
13,801,2010,49102,1017330,498712,37287,36258,1516042,0,0,1,2010-12-02T00:00:00
14,801,2010,31570,1048900,472092,38950,4950,1520992,34000,34000,1,2010-12-09T00:00:00
15,801,2010,101625,1150525,386205,16193,15738,1536730,34000,0,1,2010-12-16T00:00:00
16,801,2010,58954,1209479,419359,92512,92108,1628838,34000,0,1,2010-12-23T00:00:00
17,801,2010,20199,1229678,486597,87504,87437,1716275,34000,0,1,2010-12-30T00:00:00
18,801,2010,0,1229678,579386,99406,92789,1809064,34000,0,1,2011-01-06T00:00:00
19,801,2010,59358,1289036,621723,103649,101695,1910759,34000,0,1,2011-01-13T00:00:00
20,801,2010,43265,1332301,645792,69164,67334,1978093,34000,0,1,2011-01-20T00:00:00
21,801,2010,37463,1369764,636475,30466,28146,2006239,34000,0,1,2011-01-27T00:00:00
22,801,2010,97592,1467356,648636,110814,109753,2115992,34000,0,1,2011-02-03T00:00:00
23,801,2010,61645,1529001,639146,82567,52155,2168147,34000,0,1,2011-02-10T00:00:00
24,801,2010,44475,1573476,645718,60980,51047,2219194,34000,0,1,2011-02-17T00:00:00
25,801,2010,28142,1601618,663587,54011,46011,2265205,34000,0,1,2011-02-24T00:00:00
26,801,2010,41452,1643070,651951,30107,29816,2295021,34000,0,1,2011-03-03T00:00:00
27,801,2010,61763,1704833,613664,23742,23476,2318497,34000,0,1,2011-03-10T00:00:00
28,801,2010,80035,1784868,678573,145589,144944,2463441,34000,0,1,2011-03-17T00:00:00
29,801,2010,73878,1858746,635687,30994,30992,2494433,34000,0,1,2011-03-24T00:00:00
30,801,2010,111113,1969859,547754,23958,23180,2517613,34000,0,1,2011-03-31T00:00:00
31,801,2010,22312,1992171,569580,44138,44138,2561751,34000,0,1,2011-04-07T00:00:00
32,801,2010,89794,2081965,553572,74188,73786,2635537,74000,40000,1,2011-04-14T00:00:00
33,801,2010,45850,2127815,571269,63547,63547,2699084,74000,0,1,2011-04-21T00:00:00
34,801,2010,95801,2223616,507167,32037,31699,2730783,74000,0,1,2011-04-28T00:00:00
35,801,2010,46865,2270481,479117,19012,18815,2749598,74000,0,1,2011-05-05T00:00:00
36,801,2010,51747,2322228,492111,64741,64741,2814339,74000,0,1,2011-05-12T00:00:00
37,801,2010,116404,2438632,480227,106643,104520,2918859,74000,0,1,2011-05-19T00:00:00
38,801,2010,57195,2495827,421411,13508,-1621,2917238,89000,15000,1,2011-05-26T00:00:00
39,801,2010,65077,2560904,452088,95754,95754,3012992,89000,0,1,2011-06-02T00:00:00
40,801,2010,33220,2594124,429576,11494,10708,3023700,89000,0,1,2011-06-09T00:00:00
41,801,2010,56724,2650848,405275,32480,32423,3056123,89000,0,1,2011-06-16T00:00:00
42,801,2010,18141,2668989,387499,800,365,3056488,131000,42000,1,2011-06-23T00:00:00
43,801,2010,37670,2706659,381310,34039,31481,3087969,131000,0,1,2011-06-30T00:00:00
44,801,2010,37247,2743906,345748,1685,1685,3089654,131000,0,1,2011-07-07T00:00:00
45,801,2010,67436,2811342,299249,23183,20937,3110591,131000,0,1,2011-07-14T00:00:00
46,801,2010,69866,2881208,247435,18506,18052,3128643,141070,10070,1,2011-07-21T00:00:00
47,801,2010,74136,2955344,252391,79312,79092,3207735,141070,0,1,2011-07-28T00:00:00
48,801,2010,7971,2963315,256530,12873,12110,3219845,176000,34930,1,2011-08-04T00:00:00
49,801,2010,79016,3042331,193626,16182,16112,3235957,205664,29664,1,2011-08-11T00:00:00
50,801,2010,88476,3130807,152891,47741,47741,3283698,215664,10000,1,2011-08-18T00:00:00
51,801,2010,17574,3148381,135838,685,521,3284219,291469,75805,1,2011-08-25T00:00:00
52,801,2010,66348,3214729,80721,11231,11231,3295450,384845,35641,1,2011-09-01T00:00:00
0,801,2010,22986,22986,384845,116712,35641,407831,0,0,1,2011-09-01T00:00:00
1,801,2010,20584,43570,525427,161910,161166,568997,0,0,1,2011-09-08T00:00:00
2,801,2010,30978,74548,554051,60715,59602,628599,0,0,1,2011-09-15T00:00:00
3,801,2010,60860,135408,683948,190757,190757,819356,0,0,1,2011-09-22T00:00:00
4,801,2010,32101,167509,753892,112845,102045,921401,40000,40000,1,2011-09-29T00:00:00
5,801,2010,114916,282425,719226,81167,80250,1001651,40000,0,1,2011-10-06T00:00:00
6,801,2010,122550,404975,624445,35228,27769,1029420,40000,0,1,2011-10-13T00:00:00
7,801,2010,176816,581791,544530,99308,96901,1126321,40000,0,1,2011-10-20T00:00:00
8,801,2010,54802,636593,518999,30467,29271,1155592,40000,0,1,2011-10-27T00:00:00
9,801,2010,36569,673162,529942,48084,47512,1203104,40000,0,1,2011-11-03T00:00:00
10,801,2010,113596,786758,470679,54426,54333,1257437,40000,0,1,2011-11-10T00:00:00
11,801,2010,18400,805158,451407,163,-872,1256565,40000,0,1,2011-11-17T00:00:00
12,801,2010,24659,829817,437455,10887,10707,1267272,40000,0,1,2011-11-24T00:00:00
13,801,2010,33620,863437,480219,77811,76384,1343656,40000,0,1,2011-12-01T00:00:00
14,801,2010,65573,929010,433420,25066,18774,1362430,40000,0,1,2011-12-08T00:00:00
15,801,2010,29928,958938,446673,44183,43181,1405611,40000,0,1,2011-12-15T00:00:00
16,801,2010,34779,993717,413293,1399,1399,1407010,40000,0,1,2011-12-22T00:00:00
17,801,2010,21171,1014888,510437,119430,118315,1525325,40000,0,1,2011-12-29T00:00:00
18,801,2010,104943,1119831,470038,64615,64544,1589869,40000,0,1,2012-01-05T00:00:00
19,801,2010,57321,1177152,470676,58363,57959,1647828,40000,0,1,2012-01-12T00:00:00
20,801,2010,121084,1298236,493113,143760,143521,1791349,40000,0,1,2012-01-19T00:00:00
21,801,2010,36428,1334664,465351,10123,8666,1800015,40000,0,1,2012-01-26T00:00:00
22,801,2010,30513,1365177,438351,10066,3513,1803528,40000,0,1,2012-02-02T00:00:00
23,801,2010,47035,1412212,435002,44091,43686,1847214,40000,0,1,2012-02-09T00:00:00
24,801,2010,75668,1487880,402185,44191,42851,1890065,40000,0,1,2012-02-16T00:00:00
25,801,2010,55077,1542957,435093,88030,87985,1978050,40000,0,1,2012-02-23T00:00:00
26,801,2010,78066,1621023,470084,113458,113057,2091107,40000,0,1,2012-03-01T00:00:00
27,801,2010,17953,1638976,532378,80247,80247,2171354,40000,0,1,2012-03-08T00:00:00
28,801,2010,27648,1666624,588277,83558,83547,2254901,40000,0,1,2012-03-15T00:00:00
29,801,2010,50782,1717406,665610,128459,128115,2383016,40000,0,1,2012-03-22T00:00:00
30,801,2010,87687,1805093,619650,41901,41727,2424743,40000,0,1,2012-03-29T00:00:00
31,801,2010,142252,1947345,502808,26577,25410,2450153,40000,0,1,2012-04-05T00:00:00
32,801,2010,33178,1980523,498535,29256,28905,2479058,40000,0,1,2012-04-12T00:00:00
33,801,2010,51028,2031551,548265,100758,100758,2579816,40000,0,1,2012-04-19T00:00:00
34,801,2010,95525,2127076,578859,126895,126119,2705935,40000,0,1,2012-04-26T00:00:00
35,801,2010,71665,2198741,653775,147569,146581,2852516,40000,0,1,2012-05-03T00:00:00
36,801,2010,66577,2265318,669138,83628,81940,2934456,51022,11022,1,2012-05-10T00:00:00
37,801,2010,59406,2324724,647748,38632,38016,2972472,96022,45000,1,2012-05-17T00:00:00
38,801,2010,53982,2378706,617614,46680,23848,2996320,133522,37500,1,2012-05-24T00:00:00
39,801,2010,92544,2471250,557580,32839,32510,3028830,133522,0,1,2012-05-31T00:00:00
40,801,2010,28152,2499402,577967,48880,48539,3077369,133522,0,1,2012-06-07T00:00:00
41,801,2010,58543,2557945,539941,21555,20517,3097886,133522,0,1,2012-06-14T00:00:00
42,801,2010,31749,2589694,527337,19885,19145,3117031,143728,10206,1,2012-06-21T00:00:00
43,801,2010,103671,2693365,449508,32052,25842,3142873,143728,0,1,2012-06-28T00:00:00
44,801,2010,34430,2727795,425646,11035,10568,3153441,143728,0,1,2012-07-05T00:00:00
45,801,2010,52410,2780205,379160,15858,5924,3159365,172303,28575,1,2012-07-12T00:00:00
46,801,2010,62604,2842809,324826,8295,8270,3167635,253509,81206,1,2012-07-19T00:00:00
47,801,2010,65864,2908673,267606,10038,8644,3176279,286895,33386,1,2012-07-26T00:00:00
48,801,2010,87391,2996064,181059,2868,844,3177123,300876,13981,1,2012-08-02T00:00:00
49,801,2010,19743,3015807,162449,1442,1133,3178256,368451,67575,1,2012-08-09T00:00:00
50,801,2010,96228,3112035,83370,17284,17149,3195405,419876,51425,1,2012-08-16T00:00:00
51,801,2010,34008,3146043,50676,1527,1314,3196719,430878,11002,1,2012-08-23T00:00:00
52,801,2010,7060,3153103,26676,7060,-16940,3179779,457412,26534,1,2012-08-30T00:00:00
53,801,2010,0,3153103,26676,0,0,3179779,649655,172424,1,2012-09-06T00:00:00
0,801,2010,6857,6857,649655,209100,172424,656512,0,0,1,2012-09-06T00:00:00
1,801,2010,27685,34542,653912,32089,31942,688454,0,0,1,2012-09-13T00:00:00
2,801,2010,45267,79809,619268,10623,10623,699077,0,0,1,2012-09-20T00:00:00
3,801,2010,118944,198753,563378,63522,63054,762131,0,0,1,2012-09-27T00:00:00
4,801,2010,102505,301258,494869,34146,33996,796127,0,0,1,2012-10-04T00:00:00
5,801,2010,125897,427155,419613,62826,50641,846768,0,0,1,2012-10-11T00:00:00
6,801,2010,82714,509869,407439,71664,70540,917308,0,0,1,2012-10-18T00:00:00
7,801,2010,73330,583199,378921,45141,44812,962120,0,0,1,2012-10-25T00:00:00
8,801,2010,22075,605274,377754,21695,20908,983028,0,0,1,2012-11-01T00:00:00
9,801,2010,42955,648229,397438,62651,62639,1045667,0,0,1,2012-11-08T00:00:00
10,801,2010,87685,735914,346410,37880,36657,1082324,0,0,1,2012-11-15T00:00:00
11,801,2010,10217,746131,359033,23700,22840,1105164,0,0,1,2012-11-22T00:00:00
12,801,2010,36576,782707,397602,75521,75145,1180309,0,0,1,2012-11-29T00:00:00
13,801,2010,92421,875128,395600,90443,90419,1270728,0,0,1,2012-12-06T00:00:00
14,801,2010,21482,896610,394240,20122,20122,1290850,0,0,1,2012-12-13T00:00:00
15,801,2010,52561,949171,332044,1330,-9635,1281215,0,0,1,2012-12-20T00:00:00
16,801,2010,30290,979461,322649,20895,20895,1302110,0,0,1,2012-12-27T00:00:00
17,801,2010,53406,1032867,338339,69870,69096,1371206,0,0,1,2013-01-03T00:00:00
18,801,2010,77520,1110387,365555,105715,104736,1475942,0,0,1,2013-01-10T00:00:00
19,801,2010,21702,1132089,420805,76952,76952,1552894,0,0,1,2013-01-17T00:00:00
20,801,2010,82478,1214567,368797,31963,30470,1583364,0,0,1,2013-01-24T00:00:00
21,801,2010,49315,1263882,352695,33821,33213,1616577,0,0,1,2013-01-31T00:00:00
22,801,2010,59141,1323023,356091,62966,62537,1679114,0,0,1,2013-02-07T00:00:00
23,801,2010,74879,1397902,306387,25252,25175,1704289,0,0,1,2013-02-14T00:00:00
24,801,2010,51436,1449338,293670,38962,38719,1743008,0,0,1,2013-02-21T00:00:00
25,801,2010,101018,1550356,307589,116533,114937,1857945,0,0,1,2013-02-28T00:00:00
26,801,2010,62519,1612875,259998,15916,14928,1872873,0,0,1,2013-03-07T00:00:00
27,801,2010,29161,1642036,268851,39070,38014,1910887,0,0,1,2013-03-14T00:00:00
28,801,2010,82021,1724057,256750,70472,69920,1980807,0,0,1,2013-03-21T00:00:00
29,801,2010,64410,1788467,324549,132503,132209,2113016,0,0,1,2013-03-28T00:00:00
30,801,2010,42415,1830882,346158,64423,64024,2177040,0,0,1,2013-04-04T00:00:00
31,801,2010,31548,1862430,347543,32933,32933,2209973,0,0,1,2013-04-11T00:00:00
32,801,2010,91206,1953636,299224,43396,42887,2252860,0,0,1,2013-04-18T00:00:00
33,801,2010,75622,2029258,314493,91028,90891,2343751,0,0,1,2013-04-25T00:00:00
34,801,2010,10772,2040030,388099,93838,84378,2428129,10614,10614,1,2013-05-02T00:00:00
35,801,2010,30986,2071016,367394,10505,10281,2438410,55614,45000,1,2013-05-09T00:00:00
36,801,2010,16433,2087449,373684,22892,22723,2461133,66500,10886,1,2013-05-16T00:00:00
37,801,2010,11726,2099175,373080,11294,11122,2472255,77386,10886,1,2013-05-23T00:00:00
38,801,2010,11363,2110538,383449,24410,21732,2493987,104272,26886,1,2013-05-30T00:00:00
39,801,2010,40603,2151141,352428,10161,9582,2503569,137120,32848,1,2013-06-06T00:00:00
40,801,2010,45429,2196570,343873,36874,36874,2540443,167120,30000,1,2013-06-13T00:00:00
41,801,2010,61902,2258472,277470,9798,-4501,2535942,220120,53000,1,2013-06-20T00:00:00
42,801,2010,29539,2288011,287805,39874,39874,2575816,272690,52570,1,2013-06-27T00:00:00
43,801,2010,42416,2330427,187418,2522,-57971,2517845,276690,4000,1,2013-07-04T00:00:00
44,801,2010,75663,2406090,181177,70100,69422,2587267,318690,42000,1,2013-07-11T00:00:00
45,801,2010,34077,2440167,145820,236,-1280,2585987,329848,11158,1,2013-07-18T00:00:00
46,801,2010,26947,2467114,130892,12019,12019,2598006,375848,46000,1,2013-07-25T00:00:00
47,801,2010,10560,2477674,122355,2023,2023,2600029,414519,38671,1,2013-08-01T00:00:00
48,801,2010,30825,2508499,93908,2378,2378,2602407,425405,10886,1,2013-08-08T00:00:00
49,801,2010,359,2508858,93549,0,0,2602407,493604,68199,1,2013-08-15T00:00:00
50,801,2010,22934,2531792,72012,1397,1397,2603804,570038,76434,1,2013-08-22T00:00:00
51,801,2010,33635,2565427,45695,18477,7318,2611122,558403,-11635,1,2013-08-29T00:00:00
52,801,2010,0,2565427,45695,0,0,2611122,640669,37500,1,2013-09-05T00:00:00
0,801,2010,929,929,640669,83195,37500,641598,0,0,1,2013-09-05T00:00:00
1,801,2010,26274,27203,675112,60718,60717,702315,0,0,1,2013-09-12T00:00:00
2,801,2010,24905,52108,694040,75975,43833,746148,0,0,1,2013-09-19T00:00:00
3,801,2010,23381,75489,670505,16,-154,745994,0,0,1,2013-09-26T00:00:00
4,801,2010,125604,201093,600710,59383,55809,801803,0,0,1,2013-10-03T00:00:00
5,801,2010,0,201093,600710,0,0,801803,0,0,1,2013-10-10T00:00:00
6,801,2010,0,201093,600710,0,0,801803,0,0,1,2013-10-17T00:00:00
7,801,2010,281352,482445,603412,288317,284054,1085857,0,0,1,2013-10-24T00:00:00
8,801,2010,93396,575841,541487,43410,31471,1117328,0,0,1,2013-10-31T00:00:00
9,801,2010,71261,647102,533298,64625,63072,1180400,0,0,1,2013-11-07T00:00:00
10,801,2010,31702,678804,676325,174729,174729,1355129,0,0,1,2013-11-14T00:00:00
11,801,2010,91010,769814,660531,77035,75216,1430345,0,0,1,2013-11-21T00:00:00
12,801,2010,31910,801724,715270,87985,86649,1516994,10614,10614,1,2013-11-28T00:00:00
13,801,2010,74258,875982,749446,108879,108434,1625428,10614,0,1,2013-12-05T00:00:00
14,801,2010,42759,918741,793399,87022,86712,1712140,10614,0,1,2013-12-12T00:00:00
15,801,2010,47813,966554,851085,112209,105499,1817639,10614,0,1,2013-12-19T00:00:00
16,801,2010,46717,1013271,816343,12603,11975,1829614,10614,0,1,2013-12-26T00:00:00
17,801,2010,51339,1064610,760008,2104,-4996,1824618,10614,0,1,2014-01-02T00:00:00
18,801,2010,45422,1110032,798659,84655,84073,1908691,21364,10750,1,2014-01-09T00:00:00
19,801,2010,77155,1187187,816065,96558,94561,2003252,10614,-10750,1,2014-01-16T00:00:00
20,801,2010,52159,1239346,929019,165280,165113,2168365,10614,0,1,2014-01-23T00:00:00
21,801,2010,82898,1322244,898349,56190,52228,2220593,10614,0,1,2014-01-30T00:00:00
22,801,2010,125626,1447870,837450,67709,64727,2285320,10614,0,1,2014-02-06T00:00:00
23,801,2010,53461,1501331,915547,134553,131558,2416878,79665,69051,1,2014-02-13T00:00:00
24,801,2010,51290,1552621,942331,79463,78074,2494952,87665,8000,1,2014-02-20T00:00:00
25,801,2010,77741,1630362,1062209,209246,197619,2692571,87665,0,1,2014-02-27T00:00:00
26,801,2010,93549,1723911,1105021,136361,136361,2828932,126665,39000,1,2014-03-06T00:00:00
27,801,2010,102295,1826206,1037936,36330,35210,2864142,136665,10000,1,2014-03-13T00:00:00
28,801,2010,50034,1876240,1028426,43714,40524,2904666,136665,0,1,2014-03-20T00:00:00
29,801,2010,99204,1975444,959625,33067,30403,2935069,147551,10886,1,2014-03-27T00:00:00
30,801,2010,83952,2059396,934624,59090,58951,2994020,157551,10000,1,2014-04-03T00:00:00
31,801,2010,32541,2091937,913740,23134,11657,3005677,165551,8000,1,2014-04-10T00:00:00
32,801,2010,61883,2153820,861768,18942,9911,3015588,165551,0,1,2014-04-17T00:00:00
33,801,2010,51308,2205128,790671,15786,-19789,2995799,165551,0,1,2014-04-24T00:00:00
34,801,2010,40382,2245510,759571,9508,9282,3005081,165551,0,1,2014-05-01T00:00:00
35,801,2010,88496,2334006,708076,39841,37001,3042082,165551,0,1,2014-05-08T00:00:00
36,801,2010,116850,2450856,656336,68935,65110,3107192,175485,9934,1,2014-05-15T00:00:00
37,801,2010,35802,2486658,634263,13947,13729,3120921,215485,40000,1,2014-05-22T00:00:00
38,801,2010,83280,2569938,572160,23012,21177,3142098,215485,0,1,2014-05-29T00:00:00
39,801,2010,56872,2626810,556779,41939,41491,3183589,236979,21494,1,2014-06-05T00:00:00
40,801,2010,89233,2716043,505500,39584,37954,3221543,246979,10000,1,2014-06-12T00:00:00
41,801,2010,52860,2768903,508767,57122,56127,3277670,266229,19250,1,2014-06-19T00:00:00
42,801,2010,40663,2809566,466607,115,-1497,3276173,311229,45000,1,2014-06-26T00:00:00
43,801,2010,34321,2843887,434449,2707,2163,3278336,311229,0,1,2014-07-03T00:00:00
44,801,2010,42018,2885905,387221,1290,-5210,3273126,333001,21772,1,2014-07-10T00:00:00
45,801,2010,29903,2915808,348818,2114,-8500,3264626,415427,82426,1,2014-07-17T00:00:00
46,801,2010,80649,2996457,271550,3420,3381,3268007,543969,128542,1,2014-07-24T00:00:00
47,801,2010,14866,3011323,261429,8757,4745,3272752,624741,80772,1,2014-07-31T00:00:00
48,801,2010,27531,3038854,239542,5644,5644,3278396,632885,8144,1,2014-08-07T00:00:00
49,801,2010,42427,3081281,197629,742,514,3278910,684657,51772,1,2014-08-14T00:00:00
50,801,2010,81508,3162789,123532,7842,7411,3286321,764040,79383,1,2014-08-21T00:00:00
51,801,2010,20926,3183715,103526,931,920,3287241,799120,35080,1,2014-08-28T00:00:00
52,801,2010,10737,3194452,92870,84,81,3287322,891663,8486,1,2014-09-04T00:00:00
0,801,2010,8813,8813,891663,101356,8486,900476,0,0,1,2014-09-04T00:00:00
1,801,2010,15543,24356,911649,35529,35529,936005,0,0,1,2014-09-11T00:00:00
2,801,2010,45806,70162,899821,33979,33978,969983,0,0,1,2014-09-18T00:00:00
3,801,2010,59982,130144,883729,43890,43890,1013873,0,0,1,2014-09-25T00:00:00
4,801,2010,76910,207054,861084,55943,54265,1068138,0,0,1,2014-10-02T00:00:00
5,801,2010,113054,320108,794695,47377,46665,1114803,0,0,1,2014-10-09T00:00:00
6,801,2010,72576,392684,776976,57189,54857,1169660,0,0,1,2014-10-16T00:00:00
7,801,2010,82504,475188,736811,43006,42339,1211999,0,0,1,2014-10-23T00:00:00
8,801,2010,72177,547365,895912,232942,231278,1443277,0,0,1,2014-10-30T00:00:00
9,801,2010,136006,683371,860981,105977,101075,1544352,0,0,1,2014-11-06T00:00:00
10,801,2010,84647,768018,885394,109683,109060,1653412,0,0,1,2014-11-13T00:00:00
11,801,2010,78516,846534,850609,55824,43731,1697143,0,0,1,2014-11-20T00:00:00
12,801,2010,81884,928418,831498,63026,62773,1759916,0,0,1,2014-11-27T00:00:00
13,801,2010,105033,1033451,778758,54732,52293,1812209,0,0,1,2014-12-04T00:00:00
14,801,2010,62839,1096290,833262,118052,117343,1929552,28000,28000,1,2014-12-11T00:00:00
15,801,2010,61627,1157917,808192,38247,36557,1966109,28000,0,1,2014-12-18T00:00:00
16,801,2010,12572,1170489,830278,34658,34658,2000767,28000,0,1,2014-12-25T00:00:00
17,801,2010,110280,1280769,802018,83205,82020,2082787,28000,0,1,2015-01-01T00:00:00
18,801,2010,39340,1320109,911700,149820,149022,2231809,28000,0,1,2015-01-08T00:00:00
19,801,2010,78993,1399102,898365,66816,65658,2297467,28000,0,1,2015-01-15T00:00:00
20,801,2010,104932,1504034,861814,68609,68381,2365848,28000,0,1,2015-01-22T00:00:00
21,801,2010,29647,1533681,883512,52000,51345,2417193,28000,0,1,2015-01-29T00:00:00
22,801,2010,63871,1597552,858897,47547,39256,2456449,28000,0,1,2015-02-05T00:00:00
23,801,2010,26686,1624238,850713,22380,18502,2474951,28000,0,1,2015-02-12T00:00:00
24,801,2010,111428,1735666,770948,32010,31663,2506614,28000,0,1,2015-02-19T00:00:00
25,801,2010,50188,1785854,809454,89363,88694,2595308,28000,0,1,2015-02-26T00:00:00
26,801,2010,41971,1827825,820487,53037,53004,2648312,56000,28000,1,2015-03-05T00:00:00
27,801,2010,18655,1846480,904055,102323,102223,2750535,56000,0,1,2015-03-12T00:00:00
28,801,2010,136085,1982565,776436,8562,8466,2759001,146000,90000,1,2015-03-19T00:00:00
29,801,2010,32966,2015531,846041,102571,102571,2861572,236000,90000,1,2015-03-26T00:00:00
30,801,2010,64445,2079976,840631,59983,59035,2920607,256000,20000,1,2015-04-02T00:00:00
31,801,2010,41096,2121072,800210,743,675,2921282,256000,0,1,2015-04-09T00:00:00
32,801,2010,50084,2171156,773601,24283,23475,2944757,256000,0,1,2015-04-16T00:00:00
33,801,2010,94828,2265984,704410,25637,25637,2970394,256000,0,1,2015-04-23T00:00:00
34,801,2010,50419,2316403,721827,68372,67836,3038230,256000,0,1,2015-04-30T00:00:00
35,801,2010,78545,2394948,732465,89200,89183,3127413,256000,0,1,2015-05-07T00:00:00
36,801,2010,58097,2453045,696019,22553,21651,3149064,272000,16000,1,2015-05-14T00:00:00
37,801,2010,91669,2544714,646762,42434,42412,3191476,272000,0,1,2015-05-21T00:00:00
38,801,2010,62343,2607057,592036,9831,7617,3199093,286000,14000,1,2015-05-28T00:00:00
39,801,2010,64329,2671386,582308,57374,54601,3253694,401000,115000,1,2015-06-04T00:00:00
40,801,2010,60826,2732212,532247,10798,10765,3264459,401000,0,1,2015-06-11T00:00:00
41,801,2010,59813,2792025,549017,86680,76583,3341042,436886,35886,1,2015-06-18T00:00:00
42,801,2010,97994,2890019,472952,24376,21929,3362971,464886,28000,1,2015-06-25T00:00:00
43,801,2010,20358,2910377,466352,16286,13758,3376729,525886,61000,1,2015-07-02T00:00:00
44,801,2010,107184,3017561,360092,1612,924,3377653,572886,47000,1,2015-07-09T00:00:00
45,801,2010,69118,3086679,323978,33307,33004,3410657,647658,74772,1,2015-07-16T00:00:00
46,801,2010,9900,3096579,296794,3400,-17284,3393373,722886,75228,1,2015-07-23T00:00:00
47,801,2010,65088,3161667,235214,3508,3508,3396881,743570,20684,1,2015-07-30T00:00:00
48,801,2010,29559,3191226,206675,1020,1020,3397901,778827,35257,1,2015-08-06T00:00:00
49,801,2010,167581,3358807,66636,28361,27542,3425443,847257,68430,1,2015-08-13T00:00:00
50,801,2010,15710,3374517,50729,350,-197,3425246,899029,51772,1,2015-08-20T00:00:00
51,801,2010,40738,3415255,10980,1468,989,3426235,930191,31162,1,2015-08-27T00:00:00
52,801,2010,23579,3438834,2508,16122,15107,3441342,970579,38833,1,2015-09-03T00:00:00
0,801,2010,953,953,970579,57210,38833,971532,0,0,1,2015-09-03T00:00:00
1,801,2010,116764,117717,868189,16799,14374,985906,0,0,1,2015-09-10T00:00:00
2,801,2010,14430,132147,867530,14307,13771,999677,0,0,1,2015-09-17T00:00:00
3,801,2010,119090,251237,790893,42474,42453,1042130,0,0,1,2015-09-24T00:00:00
4,801,2010,48223,299460,727059,16727,-15611,1026519,0,0,1,2015-10-01T00:00:00
